Storm Number,Storm Name,Data Source,Storm Year,Max Wind Speed (kt),Max Radius (km),x,y,Hours from First Observation,,,
144,03B,JTWC,1979,65.0,41.6,89.9,21.0,6,,,
144,03B,JTWC,1979,65.0,41.6,89.6,21.1,12,,,
144,03B,JTWC,1979,65.0,41.6,89.3,21.2,18,,,
144,03B,JTWC,1979,65.0,41.6,88.9,21.3,24,,,
144,03B,JTWC,1979,65.0,41.6,88.3,21.4,30,,,
144,03B,JTWC,1979,65.0,41.6,87.5,21.5,36,,,
144,03B,JTWC,1979,65.0,41.6,86.6,21.8,42,,,
144,03B,JTWC,1979,65.0,41.6,85.5,22.2,48,,,
144,03B,JTWC,1979,65.0,41.6,84.3,22.5,54,,,
144,03B,JTWC,1979,65.0,41.6,83.1,22.8,60,,,
144,03B,JTWC,1979,65.0,41.6,82.0,23.0,66,,,
144,03B,JTWC,1979,65.0,41.6,80.9,23.3,72,,,
144,03B,JTWC,1979,65.0,41.6,79.8,23.5,78,,,
144,03B,JTWC,1979,65.0,41.6,78.8,23.8,84,,,
144,03B,JTWC,1979,65.0,41.6,77.9,24.0,90,,,
144,03B,JTWC,1979,65.0,41.6,77.2,24.2,96,,,
145,02B,JTWC,1981,75.0,41.6,91.2,12.7,0,,,
145,02B,JTWC,1981,75.0,41.6,90.5,13.1,6,,,
145,02B,JTWC,1981,75.0,41.6,90.2,13.4,12,,,
145,02B,JTWC,1981,75.0,41.6,90.1,13.7,18,,,
145,02B,JTWC,1981,75.0,41.6,90.1,14.1,24,,,
145,02B,JTWC,1981,75.0,41.6,90.1,14.7,30,,,
145,02B,JTWC,1981,75.0,41.6,90.2,15.3,36,,,
145,02B,JTWC,1981,75.0,41.6,90.3,16.0,42,,,
145,02B,JTWC,1981,75.0,41.6,90.5,16.7,48,,,
145,02B,JTWC,1981,75.0,41.6,90.7,17.5,54,,,
145,02B,JTWC,1981,75.0,41.6,91.0,18.4,60,,,
145,02B,JTWC,1981,75.0,41.6,91.2,19.2,66,,,
145,02B,JTWC,1981,75.0,41.6,91.5,20.1,72,,,
145,02B,JTWC,1981,75.0,41.6,91.8,20.9,78,,,
145,02B,JTWC,1981,75.0,41.6,92.0,21.5,84,,,
146,03B,JTWC,1981,75.0,41.9,87.5,10.7,0,,,
146,03B,JTWC,1981,75.0,41.9,86.4,10.8,6,,,
146,03B,JTWC,1981,75.0,41.9,86.6,10.6,12,,,
146,03B,JTWC,1981,75.0,41.9,87.1,10.1,18,,,
146,03B,JTWC,1981,75.0,41.9,87.2,10.6,24,,,
146,03B,JTWC,1981,75.0,41.9,87.1,11.4,30,,,
146,03B,JTWC,1981,75.0,41.9,87.1,12.0,36,,,
146,03B,JTWC,1981,75.0,41.9,87.0,12.5,42,,,
146,03B,JTWC,1981,75.0,41.9,86.9,13.0,48,,,
146,03B,JTWC,1981,75.0,41.9,86.8,13.5,54,,,
146,03B,JTWC,1981,75.0,41.9,86.6,13.9,60,,,
146,03B,JTWC,1981,75.0,41.9,86.4,14.1,66,,,
146,03B,JTWC,1981,75.0,41.9,86.2,14.5,72,,,
146,03B,JTWC,1981,75.0,41.9,86.2,14.9,78,,,
146,03B,JTWC,1981,75.0,41.9,86.3,15.5,84,,,
146,03B,JTWC,1981,75.0,41.9,86.6,16.0,90,,,
146,03B,JTWC,1981,75.0,41.9,86.6,16.5,96,,,
146,03B,JTWC,1981,75.0,41.9,86.7,17.0,102,,,
146,03B,JTWC,1981,75.0,41.9,86.7,17.8,108,,,
146,03B,JTWC,1981,75.0,41.9,86.8,19.0,114,,,
146,03B,JTWC,1981,75.0,41.9,87.0,20.2,120,,,
146,03B,JTWC,1981,75.0,41.9,87.9,21.5,126,,,
146,03B,JTWC,1981,75.0,41.9,89.1,22.8,132,,,
147,02B,JTWC,1982,55.0,41.6,87.8,13.2,0,,,
147,02B,JTWC,1982,55.0,41.6,88.3,13.4,6,,,
147,02B,JTWC,1982,55.0,41.6,88.8,13.6,12,,,
147,02B,JTWC,1982,55.0,41.6,89.1,13.7,18,,,
147,02B,JTWC,1982,55.0,41.6,89.6,14.1,24,,,
147,02B,JTWC,1982,55.0,41.6,90.1,14.7,30,,,
147,02B,JTWC,1982,55.0,41.6,90.1,15.2,36,,,
147,02B,JTWC,1982,55.0,41.6,89.9,15.7,42,,,
147,02B,JTWC,1982,55.0,41.6,89.8,16.0,48,,,
147,02B,JTWC,1982,55.0,41.6,89.7,16.4,54,,,
147,02B,JTWC,1982,55.0,41.6,89.6,16.8,60,,,
147,02B,JTWC,1982,55.0,41.6,89.4,17.2,66,,,
147,02B,JTWC,1982,55.0,41.6,89.1,17.5,72,,,
147,02B,JTWC,1982,55.0,41.6,88.8,17.9,78,,,
147,02B,JTWC,1982,55.0,41.6,88.5,18.2,84,,,
147,02B,JTWC,1982,55.0,41.6,88.1,18.7,90,,,
147,02B,JTWC,1982,55.0,41.6,87.5,19.2,96,,,
147,02B,JTWC,1982,55.0,41.6,86.9,19.9,102,,,
147,02B,JTWC,1982,55.0,41.6,86.2,20.8,108,,,
147,02B,JTWC,1982,55.0,41.6,85.4,21.8,114,,,
147,02B,JTWC,1982,55.0,41.6,84.8,22.9,120,,,
148,04B,BMD,1983,55.0,41.9,91.2,10.4,0,,,
148,04B,BMD,1983,55.0,41.9,91.0,11.2,6,,,
148,04B,BMD,1983,55.0,41.9,91.1,12.3,12,,,
148,04B,BMD,1983,55.0,41.9,89.3,13.3,18,,,
148,04B,BMD,1983,55.0,41.9,88.7,14.3,24,,,
148,04B,BMD,1983,55.0,41.9,88.5,14.9,30,,,
148,04B,BMD,1983,55.0,41.9,88.4,15.6,36,,,
148,04B,BMD,1983,55.0,41.9,88.7,16.0,42,,,
148,04B,BMD,1983,55.0,41.9,89.0,16.3,48,,,
148,04B,BMD,1983,55.0,41.9,89.3,16.6,54,,,
148,04B,BMD,1983,55.0,41.9,89.6,16.9,60,,,
148,04B,BMD,1983,55.0,41.9,90.0,17.4,66,,,
148,04B,BMD,1983,55.0,41.9,90.3,17.9,72,,,
148,04B,BMD,1983,55.0,41.9,90.4,18.5,78,,,
148,04B,BMD,1983,55.0,41.9,90.5,19.0,84,,,
148,04B,BMD,1983,55.0,41.9,90.8,20.5,90,,,
148,04B,BMD,1983,55.0,41.9,91.9,21.8,96,,,
148,04B,BMD,1983,55.0,41.9,92.6,22.5,102,,,
148,04B,BMD,1983,55.0,41.9,93.3,23.3,108,,,
148,04B,BMD,1983,55.0,41.9,94.4,24.3,114,,,
149,02B,JTWC,1984,45.0,41.6,88.6,16.8,0,,,
149,02B,JTWC,1984,45.0,41.6,88.6,17.5,6,,,
149,02B,JTWC,1984,45.0,41.6,88.6,17.7,12,,,
149,02B,JTWC,1984,45.0,41.6,88.6,18.0,18,,,
149,02B,JTWC,1984,45.0,41.6,88.6,18.2,24,,,
149,02B,JTWC,1984,45.0,41.6,88.6,18.4,30,,,
149,02B,JTWC,1984,45.0,41.6,88.6,18.7,36,,,
149,02B,JTWC,1984,45.0,41.6,88.6,19.0,42,,,
149,02B,JTWC,1984,45.0,41.6,88.5,19.2,48,,,
149,02B,JTWC,1984,45.0,41.6,88.4,19.5,54,,,
149,02B,JTWC,1984,45.0,41.6,88.3,19.7,60,,,
149,02B,JTWC,1984,45.0,41.6,88.1,19.9,66,,,
149,02B,JTWC,1984,45.0,41.6,87.9,20.2,72,,,
149,02B,JTWC,1984,45.0,41.6,87.7,20.5,78,,,
149,02B,JTWC,1984,45.0,41.6,87.3,21.0,84,,,
149,02B,JTWC,1984,45.0,41.6,86.6,21.6,90,,,
149,02B,JTWC,1984,45.0,41.6,85.9,22.2,96,,,
150,01B,BMD,1985,60.0,41.2,87.0,14.0,0,,,
150,01B,BMD,1985,60.0,41.2,88.0,15.0,33,,,
150,01B,BMD,1985,60.0,41.2,87.5,15.5,39,,,
150,01B,BMD,1985,60.0,41.2,87.5,16.0,51,,,
150,01B,BMD,1985,60.0,41.2,87.5,16.5,54,,,
150,01B,BMD,1985,60.0,41.2,87.5,17.0,57,,,
150,01B,BMD,1985,60.0,41.2,88.0,18.0,75,,,
150,01B,BMD,1985,60.0,41.2,88.5,19.0,78,,,
150,01B,BMD,1985,60.0,41.2,89.0,19.5,81,,,
150,01B,BMD,1985,60.0,41.2,90.5,20.5,87,,,
150,01B,BMD,1985,60.0,41.2,91.0,21.5,96,,,
150,01B,BMD,1985,60.0,41.2,92.0,22.0,102,,,
150,01B,BMD,1985,60.0,41.2,94.5,24.5,114,,,
151,04B,JTWC,1985,50.0,41.6,89.1,18.9,0,,,
151,04B,JTWC,1985,50.0,41.6,88.5,19.3,6,,,
151,04B,JTWC,1985,50.0,41.6,88.0,19.7,12,,,
151,04B,JTWC,1985,50.0,41.6,87.4,20.2,18,,,
151,04B,JTWC,1985,50.0,41.6,86.8,20.6,24,,,
151,04B,JTWC,1985,50.0,41.6,86.2,21.3,30,,,
151,04B,JTWC,1985,50.0,41.6,85.5,22.4,36,,,
152,02B,BMD,1986,50.0,41.2,86.8,12.2,0,,,
152,02B,BMD,1986,50.0,41.2,83.5,15.5,60,,,
152,02B,BMD,1986,50.0,41.2,84.0,17.0,66,,,
152,02B,BMD,1986,50.0,41.2,84.5,17.5,75,,,
152,02B,BMD,1986,50.0,41.2,84.5,18.0,78,,,
152,02B,BMD,1986,50.0,41.2,85.5,18.5,84,,,
152,02B,BMD,1986,50.0,41.2,86.0,19.5,93,,,
152,02B,BMD,1986,50.0,41.2,87.0,20.5,96,,,
152,02B,BMD,1986,50.0,41.2,88.5,21.5,99,,,
152,02B,BMD,1986,50.0,41.2,89.5,22.5,102,,,
152,02B,BMD,1986,50.0,41.2,91.5,23.5,108,,,
152,02B,BMD,1986,50.0,41.2,94.0,24.0,114,,,
153,02B,JTWC,1987,55.0,41.9,94.6,12.9,0,,,
153,02B,JTWC,1987,55.0,41.9,94.2,13.5,6,,,
153,02B,JTWC,1987,55.0,41.9,93.6,13.9,12,,,
153,02B,JTWC,1987,55.0,41.9,93.1,14.5,18,,,
153,02B,JTWC,1987,55.0,41.9,92.6,14.8,24,,,
153,02B,JTWC,1987,55.0,41.9,92.2,15.3,30,,,
153,02B,JTWC,1987,55.0,41.9,91.8,15.7,36,,,
153,02B,JTWC,1987,55.0,41.9,91.5,16.0,42,,,
153,02B,JTWC,1987,55.0,41.9,91.1,16.3,48,,,
153,02B,JTWC,1987,55.0,41.9,90.6,16.6,54,,,
153,02B,JTWC,1987,55.0,41.9,90.1,16.8,60,,,
153,02B,JTWC,1987,55.0,41.9,89.7,16.9,66,,,
153,02B,JTWC,1987,55.0,41.9,89.3,17.0,72,,,
153,02B,JTWC,1987,55.0,41.9,88.7,17.2,78,,,
153,02B,JTWC,1987,55.0,41.9,88.5,17.5,84,,,
153,02B,JTWC,1987,55.0,41.9,88.5,18.0,90,,,
153,02B,JTWC,1987,55.0,41.9,88.6,18.5,96,,,
153,02B,JTWC,1987,55.0,41.9,89.1,19.1,102,,,
153,02B,JTWC,1987,55.0,41.9,89.6,19.7,108,,,
153,02B,JTWC,1987,55.0,41.9,90.1,20.3,114,,,
153,02B,JTWC,1987,55.0,41.9,90.6,21.1,120,,,
153,02B,JTWC,1987,55.0,41.9,90.8,21.9,126,,,
153,02B,JTWC,1987,55.0,41.9,90.8,22.8,132,,,
153,02B,JTWC,1987,55.0,41.9,90.9,23.7,138,,,
153,02B,JTWC,1987,55.0,41.9,91.2,24.5,144,,,
154,02B,BMD,1988,35.0,41.6,91.0,12.5,0,,,
154,02B,BMD,1988,35.0,41.6,90.5,12.8,9,,,
154,02B,BMD,1988,35.0,41.6,89.5,12.8,12,,,
154,02B,BMD,1988,35.0,41.6,89.0,12.8,18,,,
154,02B,BMD,1988,35.0,41.6,88.0,13.0,24,,,
154,02B,BMD,1988,35.0,41.6,87.5,13.2,27,,,
154,02B,BMD,1988,35.0,41.6,87.0,13.5,39,,,
154,02B,BMD,1988,35.0,41.6,86.5,14.0,42,,,
154,02B,BMD,1988,35.0,41.6,86.5,14.8,51,,,
154,02B,BMD,1988,35.0,41.6,87.7,15.7,57,,,
154,02B,BMD,1988,35.0,41.6,88.0,16.0,63,,,
154,02B,BMD,1988,35.0,41.6,88.2,16.3,66,,,
154,02B,BMD,1988,35.0,41.6,88.3,16.7,69,,,
154,02B,BMD,1988,35.0,41.6,88.5,17.3,72,,,
154,02B,BMD,1988,35.0,41.6,88.5,17.5,78,,,
154,02B,BMD,1988,35.0,41.6,88.6,18.0,81,,,
154,02B,BMD,1988,35.0,41.6,88.7,18.5,84,,,
154,02B,BMD,1988,35.0,41.6,89.0,19.5,87,,,
154,02B,BMD,1988,35.0,41.6,89.0,20.5,90,,,
154,02B,BMD,1988,35.0,41.6,89.0,21.8,96,,,
154,02B,BMD,1988,35.0,41.6,89.6,22.8,102,,,
154,02B,BMD,1988,35.0,41.6,90.2,23.7,108,,,
154,02B,BMD,1988,35.0,41.6,90.7,24.0,114,,,
155,04B,JTWC,1988,110.0,41.6,99.6,5.6,0,,,
155,04B,JTWC,1988,110.0,41.6,98.9,6.0,6,,,
155,04B,JTWC,1988,110.0,41.6,98.2,6.3,12,,,
155,04B,JTWC,1988,110.0,41.6,97.4,6.6,18,,,
155,04B,JTWC,1988,110.0,41.6,96.6,7.0,24,,,
155,04B,JTWC,1988,110.0,41.6,95.9,7.4,30,,,
155,04B,JTWC,1988,110.0,41.6,95.2,8.1,36,,,
155,04B,JTWC,1988,110.0,41.6,95.0,8.7,42,,,
155,04B,JTWC,1988,110.0,41.6,94.6,9.2,48,,,
155,04B,JTWC,1988,110.0,41.6,94.1,9.6,54,,,
155,04B,JTWC,1988,110.0,41.6,93.6,10.0,60,,,
155,04B,JTWC,1988,110.0,41.6,93.1,10.4,66,,,
155,04B,JTWC,1988,110.0,41.6,92.6,10.7,72,,,
155,04B,JTWC,1988,110.0,41.6,92.0,11.0,78,,,
155,04B,JTWC,1988,110.0,41.6,91.4,11.1,84,,,
155,04B,JTWC,1988,110.0,41.6,90.7,11.1,90,,,
155,04B,JTWC,1988,110.0,41.6,90.1,11.2,96,,,
155,04B,JTWC,1988,110.0,41.6,89.5,11.3,102,,,
155,04B,JTWC,1988,110.0,41.6,89.0,11.6,108,,,
155,04B,JTWC,1988,110.0,41.6,88.5,12.1,114,,,
155,04B,JTWC,1988,110.0,41.6,88.3,12.7,120,,,
155,04B,JTWC,1988,110.0,41.6,88.1,13.2,126,,,
155,04B,JTWC,1988,110.0,41.6,88.0,13.7,132,,,
155,04B,JTWC,1988,110.0,41.6,87.9,14.2,138,,,
155,04B,JTWC,1988,110.0,41.6,87.7,14.7,144,,,
155,04B,JTWC,1988,110.0,41.6,87.7,15.3,150,,,
155,04B,JTWC,1988,110.0,41.6,87.7,15.8,156,,,
155,04B,JTWC,1988,110.0,41.6,87.8,16.6,162,,,
155,04B,JTWC,1988,110.0,41.6,88.0,17.7,168,,,
155,04B,JTWC,1988,110.0,41.6,88.1,19.0,174,,,
155,04B,JTWC,1988,110.0,41.6,88.3,20.4,180,,,
155,04B,JTWC,1988,110.0,41.6,89.0,21.8,186,,,
155,04B,JTWC,1988,110.0,41.6,89.6,22.8,192,,,
155,04B,JTWC,1988,110.0,41.6,90.2,23.7,198,,,
156,01B,JTWC,1989,55.0,41.6,90.3,16.9,0,,,
156,01B,JTWC,1989,55.0,41.6,90.1,17.6,6,,,
156,01B,JTWC,1989,55.0,41.6,89.8,18.1,12,,,
156,01B,JTWC,1989,55.0,41.6,89.5,18.7,18,,,
156,01B,JTWC,1989,55.0,41.6,89.0,19.4,24,,,
156,01B,JTWC,1989,55.0,41.6,88.6,19.6,30,,,
156,01B,JTWC,1989,55.0,41.6,88.3,19.6,36,,,
156,01B,JTWC,1989,55.0,41.6,87.9,19.5,42,,,
156,01B,JTWC,1989,55.0,41.6,87.8,19.5,48,,,
156,01B,JTWC,1989,55.0,41.6,87.8,19.6,54,,,
156,01B,JTWC,1989,55.0,41.6,87.9,19.8,60,,,
156,01B,JTWC,1989,55.0,41.6,87.6,20.2,66,,,
156,01B,JTWC,1989,55.0,41.6,87.5,20.3,72,,,
156,01B,JTWC,1989,55.0,41.6,87.4,20.7,78,,,
156,01B,JTWC,1989,55.0,41.6,87.3,21.3,84,,,
156,01B,JTWC,1989,55.0,41.6,87.2,21.9,90,,,
156,01B,JTWC,1989,55.0,41.6,87.1,22.8,96,,,
156,01B,JTWC,1989,55.0,41.6,86.5,23.9,102,,,
157,NOT NAMED,BMD,1991,127.0,41.4,88.5,11.8,0,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.5,11.8,18,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.5,12.5,33,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.5,13.0,36,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.5,13.6,39,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.5,14.0,42,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.5,14.5,48,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.5,15.3,57,,,
157,NOT NAMED,BMD,1991,127.0,41.4,87.7,15.8,60,,,
157,NOT NAMED,BMD,1991,127.0,41.4,88.0,16.3,63,,,
157,NOT NAMED,BMD,1991,127.0,41.4,88.0,16.8,66,,,
157,NOT NAMED,BMD,1991,127.0,41.4,88.3,17.6,72,,,
157,NOT NAMED,BMD,1991,127.0,41.4,88.7,18.5,78,,,
157,NOT NAMED,BMD,1991,127.0,41.4,89.0,19.0,81,,,
157,NOT NAMED,BMD,1991,127.0,41.4,89.4,19.8,84,,,
157,NOT NAMED,BMD,1991,127.0,41.4,89.8,20.2,87,,,
157,NOT NAMED,BMD,1991,127.0,41.4,90.4,20.8,90,,,
157,NOT NAMED,BMD,1991,127.0,41.4,90.8,21.2,93,,,
157,NOT NAMED,BMD,1991,127.0,41.4,91.4,22.0,96,,,
157,NOT NAMED,BMD,1991,127.0,41.4,91.8,22.3,99,,,
157,NOT NAMED,BMD,1991,127.0,41.4,92.7,23.4,102,,,
157,NOT NAMED,BMD,1991,127.0,41.4,93.7,24.8,108,,,
157,NOT NAMED,BMD,1991,127.0,41.4,96.7,25.1,114,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,89.5,15.0,6,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,89.0,16.0,12,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,88.7,16.5,18,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,88.5,17.0,24,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,89.0,19.0,30,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,89.5,19.5,36,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,89.5,20.0,42,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,91.0,22.5,48,,,
158,NOT NAMED,JTWC,1991,45.0,41.4,93.0,25.0,54,,,
159,NOT NAMED,JTWC,1992,35.0,41.4,89.0,19.0,12,,,
159,NOT NAMED,JTWC,1992,35.0,41.4,89.0,19.5,18,,,
159,NOT NAMED,JTWC,1992,35.0,41.4,89.5,19.5,24,,,
159,NOT NAMED,JTWC,1992,35.0,41.4,90.5,20.5,30,,,
159,NOT NAMED,JTWC,1992,35.0,41.4,91.5,21.0,36,,,
159,NOT NAMED,JTWC,1992,35.0,41.4,92.0,21.0,42,,,
159,NOT NAMED,JTWC,1992,35.0,41.4,94.0,22.0,48,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,91.5,11.0,3,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,91.0,11.5,6,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,89.5,12.5,12,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,89.0,13.0,18,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,88.5,13.0,24,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,87.5,13.5,27,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,86.5,14.0,30,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.5,15.5,36,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.2,17.0,42,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.1,18.0,48,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,19.0,51,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,19.5,54,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,21.0,60,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,22.5,66,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,24.0,72,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,24.5,75,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,25.5,78,,,
160,NOT NAMED,JTWC,1995,77.0,41.4,85.0,26.5,81,,,
161,NOT NAMED,BMD,1995,102.0,41.4,90.5,7.5,0,,,
161,NOT NAMED,BMD,1995,102.0,41.4,90.5,7.5,15,,,
161,NOT NAMED,BMD,1995,102.0,41.4,89.5,8.0,24,,,
161,NOT NAMED,BMD,1995,102.0,41.4,88.5,8.5,30,,,
161,NOT NAMED,BMD,1995,102.0,41.4,88.2,8.8,36,,,
161,NOT NAMED,BMD,1995,102.0,41.4,88.0,9.0,39,,,
161,NOT NAMED,BMD,1995,102.0,41.4,87.0,10.0,48,,,
161,NOT NAMED,BMD,1995,102.0,41.4,85.8,11.2,60,,,
161,NOT NAMED,BMD,1995,102.0,41.4,85.0,13.5,72,,,
161,NOT NAMED,BMD,1995,102.0,41.4,85.0,14.0,75,,,
161,NOT NAMED,BMD,1995,102.0,41.4,85.0,15.0,78,,,
161,NOT NAMED,BMD,1995,102.0,41.4,85.5,16.0,81,,,
161,NOT NAMED,BMD,1995,102.0,41.4,86.0,17.0,84,,,
161,NOT NAMED,BMD,1995,102.0,41.4,87.0,18.0,87,,,
161,NOT NAMED,BMD,1995,102.0,41.4,87.5,18.5,90,,,
161,NOT NAMED,BMD,1995,102.0,41.4,89.0,19.5,93,,,
161,NOT NAMED,BMD,1995,102.0,41.4,90.0,20.0,96,,,
161,NOT NAMED,BMD,1995,102.0,41.4,92.0,21.5,99,,,
161,NOT NAMED,BMD,1995,102.0,41.4,97.0,23.0,114,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,14.7,0,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,14.7,3,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,15.5,6,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,16.2,9,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,16.5,12,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,17.0,15,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,18.0,18,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.0,18.5,21,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.2,19.0,24,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.3,19.3,27,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.3,19.6,30,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.6,19.7,33,,,
162,NOT NAMED,BMD,1997,90.0,41.4,90.9,20.2,35,,,
162,NOT NAMED,BMD,1997,90.0,41.4,91.3,20.5,37,,,
162,NOT NAMED,BMD,1997,90.0,41.4,91.4,21.0,39,,,
162,NOT NAMED,BMD,1997,90.0,41.4,91.5,21.5,41,,,
162,NOT NAMED,BMD,1997,90.0,41.4,91.5,21.8,43,,,
162,NOT NAMED,BMD,1997,90.0,41.4,92.0,22.6,49,,,
162,NOT NAMED,BMD,1997,90.0,41.4,92.5,23.5,55,,,
162,NOT NAMED,BMD,1997,90.0,41.4,93.0,24.0,66,,,
163,NOT NAMED,BMD,1997,55.0,40.8,82.5,16.5,0,,,
163,NOT NAMED,BMD,1997,55.0,40.8,82.5,16.5,6,,,
163,NOT NAMED,BMD,1997,55.0,40.8,82.5,16.7,12,,,
163,NOT NAMED,BMD,1997,55.0,40.8,82.5,16.7,18,,,
163,NOT NAMED,BMD,1997,55.0,40.8,83.0,17.0,21,,,
163,NOT NAMED,BMD,1997,55.0,40.8,83.7,17.3,27,,,
163,NOT NAMED,BMD,1997,55.0,40.8,84.0,17.5,33,,,
163,NOT NAMED,BMD,1997,55.0,40.8,84.5,18.0,39,,,
163,NOT NAMED,BMD,1997,55.0,40.8,85.5,19.0,45,,,
163,NOT NAMED,BMD,1997,55.0,40.8,87.3,19.8,48,,,
163,NOT NAMED,BMD,1997,55.0,40.8,88.0,20.5,51,,,
163,NOT NAMED,BMD,1997,55.0,40.8,88.8,20.8,54,,,
163,NOT NAMED,BMD,1997,55.0,40.8,89.3,21.1,57,,,
163,NOT NAMED,BMD,1997,55.0,40.8,90.3,21.3,60,,,
163,NOT NAMED,BMD,1997,55.0,40.8,90.6,21.6,63,,,
163,NOT NAMED,BMD,1997,55.0,40.8,91.0,22.0,66,,,
163,NOT NAMED,BMD,1997,55.0,40.8,92.0,22.8,69,,,
163,NOT NAMED,BMD,1997,55.0,40.8,93.0,23.5,72,,,
164,NOT NAMED,BMD,1998,60.0,41.4,84.3,12.8,0,,,
164,NOT NAMED,BMD,1998,60.0,41.4,85.1,13.0,6,,,
164,NOT NAMED,BMD,1998,60.0,41.4,86.0,13.5,12,,,
164,NOT NAMED,BMD,1998,60.0,41.4,87.5,14.0,18,,,
164,NOT NAMED,BMD,1998,60.0,41.4,88.5,14.5,24,,,
164,NOT NAMED,BMD,1998,60.0,41.4,88.5,14.5,30,,,
164,NOT NAMED,BMD,1998,60.0,41.4,88.5,15.5,36,,,
164,NOT NAMED,BMD,1998,60.0,41.4,89.5,16.5,42,,,
164,NOT NAMED,BMD,1998,60.0,41.4,90.0,18.0,45,,,
164,NOT NAMED,BMD,1998,60.0,41.4,90.2,19.5,47,,,
164,NOT NAMED,BMD,1998,60.0,41.4,90.5,19.8,49,,,
164,NOT NAMED,BMD,1998,60.0,41.4,90.5,20.0,52,,,
164,NOT NAMED,BMD,1998,60.0,41.4,90.5,20.3,54,,,
164,NOT NAMED,BMD,1998,60.0,41.4,90.5,20.5,57,,,
164,NOT NAMED,BMD,1998,60.0,41.4,90.7,20.8,60,,,
164,NOT NAMED,BMD,1998,60.0,41.4,91.0,21.0,61,,,
164,NOT NAMED,BMD,1998,60.0,41.4,91.1,21.3,63,,,
164,NOT NAMED,BMD,1998,60.0,41.4,91.2,21.5,66,,,
164,NOT NAMED,BMD,1998,60.0,41.4,91.4,21.9,72,,,
164,NOT NAMED,BMD,1998,60.0,41.4,92.0,22.4,78,,,
164,NOT NAMED,BMD,1998,60.0,41.4,92.5,23.2,84,,,
164,NOT NAMED,BMD,1998,60.0,41.4,92.8,23.8,96,,,
164,NOT NAMED,BMD,1998,60.0,41.4,93.8,24.5,108,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,92.5,12.0,3,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,92.5,12.0,6,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,91.5,12.5,12,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,91.5,12.5,15,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,91.0,12.5,18,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,89.0,14.0,24,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,88.5,14.5,27,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,88.0,15.0,30,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,88.0,15.5,33,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,88.0,15.5,36,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,88.0,16.0,42,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,87.5,16.5,48,,,
