Storm Number,Storm Name,Data Source,Storm Year,Max Wind Speed (kt),Max Radius (km),x,y,Hours from First Observation,,,
100,01B,BMD,1960,35.0,42.5,90.0,7.6,0,,,
100,01B,BMD,1960,35.0,42.5,89.4,7.8,18,,,
100,01B,BMD,1960,35.0,42.5,87.7,9.4,30,,,
100,01B,BMD,1960,35.0,42.5,86.6,11.3,42,,,
100,01B,BMD,1960,35.0,42.5,86.3,13.4,54,,,
100,01B,BMD,1960,35.0,42.5,86.0,14.0,66,,,
100,01B,BMD,1960,35.0,42.5,86.5,16.0,75,,,
100,01B,BMD,1960,35.0,42.5,87.0,17.0,81,,,
100,01B,BMD,1960,35.0,42.5,88.5,19.0,87,,,
100,01B,BMD,1960,35.0,42.5,89.5,20.0,90,,,
100,01B,BMD,1960,35.0,42.5,90.0,21.0,93,,,
100,01B,BMD,1960,35.0,42.5,91.5,22.5,99,,,
100,01B,BMD,1960,35.0,42.5,93.5,24.0,105,,,
100,01B,BMD,1960,35.0,42.5,96.0,25.5,114,,,
101,10B,JTWC,1960,65.0,42.5,93.3,17.6,0,,,
101,10B,JTWC,1960,65.0,42.5,93.1,17.8,6,,,
101,10B,JTWC,1960,65.0,42.5,92.8,18.1,12,,,
101,10B,JTWC,1960,65.0,42.5,92.5,18.4,18,,,
101,10B,JTWC,1960,65.0,42.5,92.1,18.8,24,,,
101,10B,JTWC,1960,65.0,42.5,91.8,19.1,30,,,
101,10B,JTWC,1960,65.0,42.5,91.4,19.5,36,,,
101,10B,JTWC,1960,65.0,42.5,91.0,20.1,42,,,
101,10B,JTWC,1960,65.0,42.5,90.6,20.7,48,,,
101,10B,JTWC,1960,65.0,42.5,90.4,21.1,54,,,
101,10B,JTWC,1960,65.0,42.5,90.3,21.7,60,,,
101,10B,JTWC,1960,65.0,42.5,90.5,22.3,66,,,
101,10B,JTWC,1960,65.0,42.5,90.9,22.8,72,,,
101,10B,JTWC,1960,65.0,42.5,91.6,23.2,78,,,
102,04B,JTWC,1961,65.0,42.5,95.9,11.0,0,,,
102,04B,JTWC,1961,65.0,42.5,95.6,11.3,6,,,
102,04B,JTWC,1961,65.0,42.5,95.4,11.5,12,,,
102,04B,JTWC,1961,65.0,42.5,95.1,11.8,18,,,
102,04B,JTWC,1961,65.0,42.5,94.9,12.0,24,,,
102,04B,JTWC,1961,65.0,42.5,94.6,12.3,30,,,
102,04B,JTWC,1961,65.0,42.5,94.3,12.6,36,,,
102,04B,JTWC,1961,65.0,42.5,93.9,13.1,42,,,
102,04B,JTWC,1961,65.0,42.5,93.5,13.5,48,,,
102,04B,JTWC,1961,65.0,42.5,93.2,13.8,54,,,
102,04B,JTWC,1961,65.0,42.5,92.7,14.3,60,,,
102,04B,JTWC,1961,65.0,42.5,92.0,15.2,66,,,
102,04B,JTWC,1961,65.0,42.5,91.4,16.3,72,,,
102,04B,JTWC,1961,65.0,42.5,90.8,17.4,78,,,
102,04B,JTWC,1961,65.0,42.5,90.3,18.5,84,,,
102,04B,JTWC,1961,65.0,42.5,90.1,19.6,90,,,
102,04B,JTWC,1961,65.0,42.5,90.1,20.6,96,,,
102,04B,JTWC,1961,65.0,42.5,90.2,21.7,102,,,
103,05B,BMD,1961,65.0,42.5,95.5,11.4,0,,,
103,05B,BMD,1961,65.0,42.5,94.0,13.0,21,,,
103,05B,BMD,1961,65.0,42.5,93.0,13.0,48,,,
103,05B,BMD,1961,65.0,42.5,89.5,16.5,72,,,
103,05B,BMD,1961,65.0,42.5,89.5,19.5,81,,,
103,05B,BMD,1961,65.0,42.5,90.0,21.0,87,,,
103,05B,BMD,1961,65.0,42.5,90.3,22.3,96,,,
103,05B,BMD,1961,65.0,42.5,90.8,23.5,105,,,
103,05B,BMD,1961,65.0,42.5,91.2,24.5,114,,,
104,12B,JTWC,1961,35.0,42.5,93.7,18.6,0,,,
104,12B,JTWC,1961,35.0,42.5,93.5,18.9,6,,,
104,12B,JTWC,1961,35.0,42.5,93.3,19.3,12,,,
104,12B,JTWC,1961,35.0,42.5,92.9,19.6,18,,,
104,12B,JTWC,1961,35.0,42.5,92.5,20.0,24,,,
104,12B,JTWC,1961,35.0,42.5,92.0,20.5,30,,,
104,12B,JTWC,1961,35.0,42.5,91.2,20.9,36,,,
104,12B,JTWC,1961,35.0,42.5,90.2,21.1,42,,,
104,12B,JTWC,1961,35.0,42.5,89.3,21.3,48,,,
104,12B,JTWC,1961,35.0,42.5,88.5,21.4,54,,,
104,12B,JTWC,1961,35.0,42.5,87.6,21.6,60,,,
104,12B,JTWC,1961,35.0,42.5,86.4,21.7,66,,,
104,12B,JTWC,1961,35.0,42.5,85.1,21.9,72,,,
104,12B,JTWC,1961,35.0,42.5,83.7,22.0,78,,,
104,12B,JTWC,1961,35.0,42.5,82.6,22.0,84,,,
104,12B,JTWC,1961,35.0,42.5,81.8,22.1,90,,,
104,12B,JTWC,1961,35.0,42.5,81.0,22.3,96,,,
104,12B,JTWC,1961,35.0,42.5,80.1,22.5,102,,,
104,12B,JTWC,1961,35.0,42.5,79.6,22.6,108,,,
104,12B,JTWC,1961,35.0,42.5,79.5,22.7,114,,,
104,12B,JTWC,1961,35.0,42.5,79.4,22.8,120,,,
104,12B,JTWC,1961,35.0,42.5,79.4,22.9,126,,,
104,12B,JTWC,1961,35.0,42.5,79.2,23.1,132,,,
104,12B,JTWC,1961,35.0,42.5,79.1,23.2,138,,,
104,12B,JTWC,1961,35.0,42.5,78.9,23.5,144,,,
104,12B,JTWC,1961,35.0,42.5,78.5,24.4,150,,,
105,07B,JTWC,1962,35.0,42.5,92.1,19.3,0,,,
105,07B,JTWC,1962,35.0,42.5,91.8,19.4,6,,,
105,07B,JTWC,1962,35.0,42.5,91.1,19.9,12,,,
105,07B,JTWC,1962,35.0,42.5,90.2,20.6,18,,,
105,07B,JTWC,1962,35.0,42.5,89.7,21.1,24,,,
105,07B,JTWC,1962,35.0,42.5,89.3,21.5,30,,,
105,07B,JTWC,1962,35.0,42.5,89.1,21.9,36,,,
105,07B,JTWC,1962,35.0,42.5,88.9,22.2,42,,,
105,07B,JTWC,1962,35.0,42.5,88.6,22.6,48,,,
105,07B,JTWC,1962,35.0,42.5,88.2,23.0,54,,,
105,07B,JTWC,1962,35.0,42.5,87.8,23.4,60,,,
105,07B,JTWC,1962,35.0,42.5,87.5,23.7,66,,,
105,07B,JTWC,1962,35.0,42.5,87.0,23.9,72,,,
105,07B,JTWC,1962,35.0,42.5,86.2,24.1,78,,,
105,07B,JTWC,1962,35.0,42.5,85.4,24.3,84,,,
105,07B,JTWC,1962,35.0,42.5,84.7,24.5,90,,,
105,07B,JTWC,1962,35.0,42.5,84.2,24.7,96,,,
105,07B,JTWC,1962,35.0,42.5,83.8,24.7,102,,,
105,07B,JTWC,1962,35.0,42.5,83.4,24.9,108,,,
105,07B,JTWC,1962,35.0,42.5,83.0,25.1,114,,,
105,07B,JTWC,1962,35.0,42.5,82.6,25.3,120,,,
105,07B,JTWC,1962,35.0,42.5,82.4,25.5,126,,,
105,07B,JTWC,1962,35.0,42.5,82.2,25.7,132,,,
105,07B,JTWC,1962,35.0,42.5,82.0,25.8,138,,,
105,07B,JTWC,1962,35.0,42.5,81.8,26.0,144,,,
105,07B,JTWC,1962,35.0,42.5,81.5,26.4,150,,,
106,10B,JTWC,1962,65.0,42.5,94.2,10.4,0,,,
106,10B,JTWC,1962,65.0,42.5,93.8,10.5,6,,,
106,10B,JTWC,1962,65.0,42.5,93.2,10.6,12,,,
106,10B,JTWC,1962,65.0,42.5,92.4,10.7,18,,,
106,10B,JTWC,1962,65.0,42.5,91.2,11.1,24,,,
106,10B,JTWC,1962,65.0,42.5,89.7,11.5,30,,,
106,10B,JTWC,1962,65.0,42.5,88.4,12.1,36,,,
106,10B,JTWC,1962,65.0,42.5,87.1,12.6,42,,,
106,10B,JTWC,1962,65.0,42.5,86.1,13.2,48,,,
106,10B,JTWC,1962,65.0,42.5,85.5,13.9,54,,,
106,10B,JTWC,1962,65.0,42.5,85.0,14.7,60,,,
106,10B,JTWC,1962,65.0,42.5,84.8,15.5,66,,,
106,10B,JTWC,1962,65.0,42.5,85.1,16.4,72,,,
106,10B,JTWC,1962,65.0,42.5,85.8,17.6,78,,,
106,10B,JTWC,1962,65.0,42.5,86.6,18.7,84,,,
106,10B,JTWC,1962,65.0,42.5,87.7,19.5,90,,,
106,10B,JTWC,1962,65.0,42.5,89.2,20.6,96,,,
106,10B,JTWC,1962,65.0,42.5,91.5,21.9,102,,,
106,10B,JTWC,1962,65.0,42.5,93.3,23.0,108,,,
106,10B,JTWC,1962,65.0,42.5,94.5,23.7,114,,,
107,03B,BMD,1963,65.0,42.5,90.0,10.8,0,,,
107,03B,BMD,1963,65.0,42.5,90.0,11.9,9,,,
107,03B,BMD,1963,65.0,42.5,90.0,14.4,33,,,
107,03B,BMD,1963,65.0,42.5,90.4,16.6,57,,,
107,03B,BMD,1963,65.0,42.5,91.1,18.3,81,,,
107,03B,BMD,1963,65.0,42.5,91.4,20.4,90,,,
107,03B,BMD,1963,65.0,42.5,91.6,21.9,96,,,
107,03B,BMD,1963,65.0,42.5,91.7,24.2,105,,,
107,03B,BMD,1963,65.0,42.5,91.7,26.0,114,,,
108,01B,BMD,1965,65.0,42.5,84.0,10.0,0,,,
108,01B,BMD,1965,65.0,42.5,86.5,16.0,60,,,
108,01B,BMD,1965,65.0,42.5,86.5,17.0,81,,,
108,01B,BMD,1965,65.0,42.5,87.5,19.0,84,,,
108,01B,BMD,1965,65.0,42.5,88.0,20.0,87,,,
108,01B,BMD,1965,65.0,42.5,89.0,21.0,96,,,
108,01B,BMD,1965,65.0,42.5,90.0,22.0,99,,,
108,01B,BMD,1965,65.0,42.5,91.8,24.7,114,,,
109,02B,BMD,1965,65.0,41.6,87.5,14.0,0,,,
109,02B,BMD,1965,65.0,41.6,88.0,14.0,3,,,
109,02B,BMD,1965,65.0,41.6,88.0,16.0,36,,,
109,02B,BMD,1965,65.0,41.6,88.5,17.5,51,,,
109,02B,BMD,1965,65.0,41.6,90.0,19.0,84,,,
109,02B,BMD,1965,65.0,41.6,91.8,21.7,96,,,
109,02B,BMD,1965,65.0,41.6,94.0,23.3,105,,,
109,02B,BMD,1965,65.0,41.6,95.5,24.5,114,,,
110,07B,JTWC,1965,35.0,41.6,87.3,20.5,0,,,
110,07B,JTWC,1965,35.0,41.6,87.3,20.8,6,,,
110,07B,JTWC,1965,35.0,41.6,87.3,21.2,12,,,
110,07B,JTWC,1965,35.0,41.6,87.3,21.5,18,,,
110,07B,JTWC,1965,35.0,41.6,86.7,22.0,24,,,
110,07B,JTWC,1965,35.0,41.6,84.7,22.7,30,,,
110,07B,JTWC,1965,35.0,41.6,83.3,23.4,36,,,
110,07B,JTWC,1965,35.0,41.6,82.2,24.1,42,,,
111,12B,JTWC,1965,65.0,42.5,91.8,4.8,0,,,
111,12B,JTWC,1965,65.0,42.5,91.7,4.9,6,,,
111,12B,JTWC,1965,65.0,42.5,91.2,5.2,12,,,
111,12B,JTWC,1965,65.0,42.5,90.6,5.7,18,,,
111,12B,JTWC,1965,65.0,42.5,90.0,6.4,24,,,
111,12B,JTWC,1965,65.0,42.5,89.6,7.1,30,,,
111,12B,JTWC,1965,65.0,42.5,89.3,7.9,36,,,
111,12B,JTWC,1965,65.0,42.5,89.3,8.8,42,,,
111,12B,JTWC,1965,65.0,42.5,89.2,9.6,48,,,
111,12B,JTWC,1965,65.0,42.5,88.9,10.5,54,,,
111,12B,JTWC,1965,65.0,42.5,88.8,11.0,60,,,
111,12B,JTWC,1965,65.0,42.5,88.7,11.5,66,,,
111,12B,JTWC,1965,65.0,42.5,88.6,12.0,72,,,
111,12B,JTWC,1965,65.0,42.5,88.5,12.5,78,,,
111,12B,JTWC,1965,65.0,42.5,88.5,13.0,84,,,
111,12B,JTWC,1965,65.0,42.5,88.4,13.1,90,,,
111,12B,JTWC,1965,65.0,42.5,88.4,13.3,96,,,
111,12B,JTWC,1965,65.0,42.5,88.3,13.5,102,,,
111,12B,JTWC,1965,65.0,42.5,88.3,13.5,132,,,
111,12B,JTWC,1965,65.0,42.5,88.0,13.5,138,,,
111,12B,JTWC,1965,65.0,42.5,87.8,13.5,144,,,
111,12B,JTWC,1965,65.0,42.5,87.5,13.3,150,,,
111,12B,JTWC,1965,65.0,42.5,87.2,13.5,156,,,
111,12B,JTWC,1965,65.0,42.5,86.9,13.8,162,,,
111,12B,JTWC,1965,65.0,42.5,86.6,14.0,168,,,
111,12B,JTWC,1965,65.0,42.5,86.4,14.3,174,,,
111,12B,JTWC,1965,65.0,42.5,86.3,14.7,180,,,
111,12B,JTWC,1965,65.0,42.5,86.5,16.0,186,,,
111,12B,JTWC,1965,65.0,42.5,87.1,17.0,192,,,
111,12B,JTWC,1965,65.0,42.5,87.9,17.6,198,,,
111,12B,JTWC,1965,65.0,42.5,88.9,18.5,204,,,
111,12B,JTWC,1965,65.0,42.5,89.8,19.8,210,,,
111,12B,JTWC,1965,65.0,42.5,90.8,20.8,216,,,
111,12B,JTWC,1965,65.0,42.5,91.8,21.7,222,,,
112,08B,BMD,1966,65.0,41.6,88.0,10.0,0,,,
112,08B,BMD,1966,65.0,41.6,86.5,12.0,3,,,
112,08B,BMD,1966,65.0,41.6,86.5,13.0,27,,,
112,08B,BMD,1966,65.0,41.6,86.5,16.0,36,,,
112,08B,BMD,1966,65.0,41.6,87.0,17.0,42,,,
112,08B,BMD,1966,65.0,41.6,89.0,19.5,51,,,
112,08B,BMD,1966,65.0,41.6,90.5,21.0,87,,,
112,08B,BMD,1966,65.0,41.6,91.0,22.5,96,,,
112,08B,BMD,1966,65.0,41.6,91.5,22.5,102,,,
112,08B,BMD,1966,65.0,41.6,92.2,24.5,108,,,
112,08B,BMD,1966,65.0,41.6,92.5,26.0,114,,,
113,17B,JTWC,1966,35.0,42.5,87.9,8.0,0,,,
113,17B,JTWC,1966,35.0,42.5,87.7,8.1,6,,,
113,17B,JTWC,1966,35.0,42.5,87.5,8.6,12,,,
113,17B,JTWC,1966,35.0,42.5,87.1,9.3,18,,,
113,17B,JTWC,1966,35.0,42.5,86.6,9.6,24,,,
113,17B,JTWC,1966,35.0,42.5,85.9,9.6,30,,,
113,17B,JTWC,1966,35.0,42.5,85.6,9.8,36,,,
113,17B,JTWC,1966,35.0,42.5,85.5,10.2,42,,,
113,17B,JTWC,1966,35.0,42.5,85.5,11.0,48,,,
113,17B,JTWC,1966,35.0,42.5,85.6,12.3,54,,,
113,17B,JTWC,1966,35.0,42.5,85.6,13.1,60,,,
113,17B,JTWC,1966,35.0,42.5,85.7,13.7,66,,,
113,17B,JTWC,1966,35.0,42.5,85.9,14.1,72,,,
113,17B,JTWC,1966,35.0,42.5,86.0,14.6,78,,,
113,17B,JTWC,1966,35.0,42.5,86.1,14.9,84,,,
113,17B,JTWC,1966,35.0,42.5,86.2,15.1,90,,,
113,17B,JTWC,1966,35.0,42.5,86.5,15.9,96,,,
113,17B,JTWC,1966,35.0,42.5,87.3,17.0,102,,,
113,17B,JTWC,1966,35.0,42.5,88.1,18.1,108,,,
113,17B,JTWC,1966,35.0,42.5,88.9,19.1,114,,,
113,17B,JTWC,1966,35.0,42.5,89.6,20.1,120,,,
113,17B,JTWC,1966,35.0,42.5,90.3,20.9,126,,,
113,17B,JTWC,1966,35.0,42.5,91.0,21.7,132,,,
113,17B,JTWC,1966,35.0,42.5,91.9,22.2,138,,,
114,13B,JTWC,1967,65.0,42.5,89.3,18.3,0,,,
114,13B,JTWC,1967,65.0,42.5,89.1,18.4,6,,,
114,13B,JTWC,1967,65.0,42.5,88.3,18.7,12,,,
114,13B,JTWC,1967,65.0,42.5,87.1,19.1,18,,,
114,13B,JTWC,1967,65.0,42.5,86.5,19.5,24,,,
114,13B,JTWC,1967,65.0,42.5,86.2,19.8,30,,,
114,13B,JTWC,1967,65.0,42.5,86.3,20.2,36,,,
114,13B,JTWC,1967,65.0,42.5,86.6,20.5,42,,,
114,13B,JTWC,1967,65.0,42.5,87.1,20.8,48,,,
114,13B,JTWC,1967,65.0,42.5,87.7,21.0,54,,,
114,13B,JTWC,1967,65.0,42.5,88.5,21.2,60,,,
114,13B,JTWC,1967,65.0,42.5,89.3,21.6,66,,,
114,13B,JTWC,1967,65.0,42.5,90.1,22.0,72,,,
114,13B,JTWC,1967,65.0,42.5,90.8,22.5,78,,,
115,05B,JTWC,1968,35.0,42.5,90.0,21.7,0,,,
115,05B,JTWC,1968,35.0,42.5,89.9,21.9,6,,,
115,05B,JTWC,1968,35.0,42.5,88.9,22.3,12,,,
115,05B,JTWC,1968,35.0,42.5,87.6,22.8,18,,,
115,05B,JTWC,1968,35.0,42.5,86.4,23.1,24,,,
115,05B,JTWC,1968,35.0,42.5,85.1,23.1,30,,,
115,05B,JTWC,1968,35.0,42.5,83.8,23.1,36,,,
115,05B,JTWC,1968,35.0,42.5,82.4,23.0,42,,,
115,05B,JTWC,1968,35.0,42.5,81.0,22.8,48,,,
115,05B,JTWC,1968,35.0,42.5,79.8,22.7,54,,,
115,05B,JTWC,1968,35.0,42.5,78.4,22.5,60,,,
115,05B,JTWC,1968,35.0,42.5,76.7,22.4,66,,,
115,05B,JTWC,1968,35.0,42.5,75.5,22.4,72,,,
115,05B,JTWC,1968,35.0,42.5,75.0,22.5,78,,,
115,05B,JTWC,1968,35.0,42.5,74.1,22.5,84,,,
115,05B,JTWC,1968,35.0,42.5,72.8,22.5,90,,,
115,05B,JTWC,1968,35.0,42.5,72.0,22.5,96,,,
115,05B,JTWC,1968,35.0,42.5,71.7,22.6,102,,,
115,05B,JTWC,1968,35.0,42.5,71.0,22.7,108,,,
115,05B,JTWC,1968,35.0,42.5,69.8,22.8,114,,,
115,05B,JTWC,1968,35.0,42.5,69.4,23.0,120,,,
115,05B,JTWC,1968,35.0,42.5,69.1,23.2,126,,,
115,05B,JTWC,1968,35.0,42.5,68.9,23.7,132,,,
115,05B,JTWC,1968,35.0,42.5,68.6,24.6,138,,,
116,09B,JTWC,1968,35.0,42.5,91.4,18.9,0,,,
116,09B,JTWC,1968,35.0,42.5,91.3,19.0,6,,,
116,09B,JTWC,1968,35.0,42.5,90.8,19.2,12,,,
116,09B,JTWC,1968,35.0,42.5,90.1,19.5,18,,,
116,09B,JTWC,1968,35.0,42.5,89.6,19.7,24,,,
116,09B,JTWC,1968,35.0,42.5,89.2,19.9,30,,,
116,09B,JTWC,1968,35.0,42.5,88.6,20.1,36,,,
116,09B,JTWC,1968,35.0,42.5,87.8,20.2,42,,,
116,09B,JTWC,1968,35.0,42.5,86.9,20.2,48,,,
116,09B,JTWC,1968,35.0,42.5,85.8,19.6,54,,,
116,09B,JTWC,1968,35.0,42.5,85.1,19.4,60,,,
116,09B,JTWC,1968,35.0,42.5,84.7,19.4,66,,,
116,09B,JTWC,1968,35.0,42.5,84.5,19.6,72,,,
116,09B,JTWC,1968,35.0,42.5,84.3,19.8,78,,,
117,10B,JTWC,1968,65.0,42.5,88.5,10.7,0,,,
117,10B,JTWC,1968,65.0,42.5,88.3,10.8,6,,,
117,10B,JTWC,1968,65.0,42.5,87.9,10.8,12,,,
117,10B,JTWC,1968,65.0,42.5,87.4,10.8,18,,,
117,10B,JTWC,1968,65.0,42.5,87.0,10.8,24,,,
117,10B,JTWC,1968,65.0,42.5,86.6,10.8,30,,,
117,10B,JTWC,1968,65.0,42.5,86.1,10.8,36,,,
117,10B,JTWC,1968,65.0,42.5,85.2,10.8,42,,,
117,10B,JTWC,1968,65.0,42.5,84.4,10.8,48,,,
117,10B,JTWC,1968,65.0,42.5,83.7,10.9,54,,,
117,10B,JTWC,1968,65.0,42.5,83.2,11.2,60,,,
117,10B,JTWC,1968,65.0,42.5,83.0,11.8,66,,,
117,10B,JTWC,1968,65.0,42.5,83.0,12.2,72,,,
117,10B,JTWC,1968,65.0,42.5,82.9,12.6,78,,,
117,10B,JTWC,1968,65.0,42.5,82.9,13.0,84,,,
117,10B,JTWC,1968,65.0,42.5,82.9,13.5,90,,,
117,10B,JTWC,1968,65.0,42.5,82.9,13.9,96,,,
117,10B,JTWC,1968,65.0,42.5,82.9,14.3,102,,,
117,10B,JTWC,1968,65.0,42.5,83.0,14.7,108,,,
117,10B,JTWC,1968,65.0,42.5,83.3,15.3,114,,,
117,10B,JTWC,1968,65.0,42.5,83.5,15.8,120,,,
117,10B,JTWC,1968,65.0,42.5,83.6,15.8,126,,,
117,10B,JTWC,1968,65.0,42.5,83.9,16.3,132,,,
117,10B,JTWC,1968,65.0,42.5,84.3,17.3,138,,,
117,10B,JTWC,1968,65.0,42.5,84.7,17.8,144,,,
117,10B,JTWC,1968,65.0,42.5,85.0,18.3,150,,,
117,10B,JTWC,1968,65.0,42.5,85.2,18.7,156,,,
117,10B,JTWC,1968,65.0,42.5,85.3,19.0,162,,,
117,10B,JTWC,1968,65.0,42.5,85.5,19.3,168,,,
117,10B,JTWC,1968,65.0,42.5,85.6,19.5,174,,,
118,11B,JTWC,1968,65.0,42.5,89.4,8.4,0,,,
118,11B,JTWC,1968,65.0,42.5,89.1,8.4,6,,,
118,11B,JTWC,1968,65.0,42.5,88.3,9.3,12,,,
118,11B,JTWC,1968,65.0,42.5,87.0,10.5,18,,,
118,11B,JTWC,1968,65.0,42.5,86.0,11.5,24,,,
118,11B,JTWC,1968,65.0,42.5,85.1,12.6,30,,,
118,11B,JTWC,1968,65.0,42.5,84.8,13.1,36,,,
118,11B,JTWC,1968,65.0,42.5,84.6,13.4,42,,,
118,11B,JTWC,1968,65.0,42.5,84.4,13.7,48,,,
118,11B,JTWC,1968,65.0,42.5,84.3,14.0,54,,,
118,11B,JTWC,1968,65.0,42.5,84.1,14.5,60,,,
118,11B,JTWC,1968,65.0,42.5,84.0,15.1,66,,,
118,11B,JTWC,1968,65.0,42.5,84.0,15.9,72,,,
118,11B,JTWC,1968,65.0,42.5,84.2,16.7,78,,,
118,11B,JTWC,1968,65.0,42.5,84.6,17.3,84,,,
118,11B,JTWC,1968,65.0,42.5,85.0,17.8,90,,,
118,11B,JTWC,1968,65.0,42.5,85.4,18.2,96,,,
118,11B,JTWC,1968,65.0,42.5,85.7,18.7,102,,,
118,11B,JTWC,1968,65.0,42.5,86.1,19.2,108,,,
118,11B,JTWC,1968,65.0,42.5,86.8,19.9,114,,,
118,11B,JTWC,1968,65.0,42.5,87.1,20.3,120,,,
118,11B,JTWC,1968,65.0,42.5,87.3,20.5,126,,,
118,11B,JTWC,1968,65.0,42.5,87.6,20.8,132,,,
118,11B,JTWC,1968,65.0,42.5,88.0,21.1,138,,,
118,11B,JTWC,1968,65.0,42.5,88.4,21.5,144,,,
118,11B,JTWC,1968,65.0,42.5,88.7,21.9,150,,,
119,10B,JTWC,1969,35.0,42.5,87.0,18.2,0,,,
119,10B,JTWC,1969,35.0,42.5,87.0,18.3,6,,,
119,10B,JTWC,1969,35.0,42.5,87.0,18.8,12,,,
119,10B,JTWC,1969,35.0,42.5,87.0,19.4,18,,,
119,10B,JTWC,1969,35.0,42.5,87.0,19.9,24,,,
119,10B,JTWC,1969,35.0,42.5,87.3,20.4,30,,,
119,10B,JTWC,1969,35.0,42.5,87.7,20.8,36,,,
119,10B,JTWC,1969,35.0,42.5,88.3,21.3,42,,,
119,10B,JTWC,1969,35.0,42.5,89.1,21.9,48,,,
119,10B,JTWC,1969,35.0,42.5,89.9,22.4,54,,,
120,04B,BMD,1970,35.0,42.5,86.5,12.5,0,,,
120,04B,BMD,1970,35.0,42.5,86.0,13.5,21,,,
120,04B,BMD,1970,35.0,42.5,86.0,14.5,24,,,
120,04B,BMD,1970,35.0,42.5,86.0,16.0,36,,,
120,04B,BMD,1970,35.0,42.5,86.0,17.5,60,,,
120,04B,BMD,1970,35.0,42.5,87.5,19.0,72,,,
120,04B,BMD,1970,35.0,42.5,88.5,20.5,81,,,
120,04B,BMD,1970,35.0,42.5,90.0,21.5,84,,,
120,04B,BMD,1970,35.0,42.5,90.2,22.2,90,,,
120,04B,BMD,1970,35.0,42.5,92.0,23.0,99,,,
120,04B,BMD,1970,35.0,42.5,95.4,24.6,114,,,
121,12B,JTWC,1970,65.0,42.5,85.0,13.9,0,,,
121,12B,JTWC,1970,65.0,42.5,85.0,14.2,6,,,
121,12B,JTWC,1970,65.0,42.5,85.0,14.6,12,,,
121,12B,JTWC,1970,65.0,42.5,85.1,14.9,18,,,
121,12B,JTWC,1970,65.0,42.5,85.3,15.3,24,,,
121,12B,JTWC,1970,65.0,42.5,85.5,15.5,30,,,
121,12B,JTWC,1970,65.0,42.5,85.5,15.5,60,,,
121,12B,JTWC,1970,65.0,42.5,85.8,15.6,66,,,
121,12B,JTWC,1970,65.0,42.5,86.0,15.8,72,,,
121,12B,JTWC,1970,65.0,42.5,86.3,16.0,78,,,
121,12B,JTWC,1970,65.0,42.5,86.6,16.3,84,,,
121,12B,JTWC,1970,65.0,42.5,87.2,16.6,90,,,
121,12B,JTWC,1970,65.0,42.5,87.6,17.0,96,,,
121,12B,JTWC,1970,65.0,42.5,87.9,17.3,102,,,
121,12B,JTWC,1970,65.0,42.5,88.3,17.8,108,,,
121,12B,JTWC,1970,65.0,42.5,88.6,18.9,114,,,
121,12B,JTWC,1970,65.0,42.5,88.9,20.0,120,,,
121,12B,JTWC,1970,65.0,42.5,88.9,20.9,126,,,
121,12B,JTWC,1970,65.0,42.5,89.3,22.0,132,,,
121,12B,JTWC,1970,65.0,42.5,90.0,23.2,138,,,
121,12B,JTWC,1970,65.0,42.5,90.5,24.2,144,,,
121,12B,JTWC,1970,65.0,42.5,90.9,24.4,150,89.58091,22.4526,91.45211
122,15B,JTWC,1970,65.0,42.5,86.3,12.1,0,,,
122,15B,JTWC,1970,65.0,42.5,86.3,12.3,6,,,
122,15B,JTWC,1970,65.0,42.5,86.3,12.5,12,,,
122,15B,JTWC,1970,65.0,42.5,86.4,12.8,18,,,
122,15B,JTWC,1970,65.0,42.5,86.4,13.0,24,,,
122,15B,JTWC,1970,65.0,42.5,86.4,13.4,30,,,
122,15B,JTWC,1970,65.0,42.5,86.4,13.6,36,,,
122,15B,JTWC,1970,65.0,42.5,86.5,13.9,42,,,
122,15B,JTWC,1970,65.0,42.5,86.6,14.1,48,,,
122,15B,JTWC,1970,65.0,42.5,86.7,14.4,54,,,
122,15B,JTWC,1970,65.0,42.5,86.9,14.7,60,,,
122,15B,JTWC,1970,65.0,42.5,87.2,15.2,66,,,
122,15B,JTWC,1970,65.0,42.5,87.3,15.8,72,,,
122,15B,JTWC,1970,65.0,42.5,87.4,16.3,78,,,
122,15B,JTWC,1970,65.0,42.5,87.4,16.9,84,,,
122,15B,JTWC,1970,65.0,42.5,87.5,17.8,90,,,
122,15B,JTWC,1970,65.0,42.5,87.7,18.5,96,,,
122,15B,JTWC,1970,65.0,42.5,87.8,19.1,102,,,
122,15B,JTWC,1970,65.0,42.5,88.2,19.9,108,,,
122,15B,JTWC,1970,65.0,42.5,89.1,21.2,114,,,
122,15B,JTWC,1970,65.0,42.5,90.2,22.2,120,,,
122,15B,JTWC,1970,65.0,42.5,91.4,22.8,126,,,
123,03B,JTWC,1971,35.0,41.6,88.0,19.6,6,,,
123,03B,JTWC,1971,35.0,41.6,88.0,19.7,12,,,
123,03B,JTWC,1971,35.0,41.6,88.0,19.9,18,,,
123,03B,JTWC,1971,35.0,41.6,88.0,20.3,24,,,
123,03B,JTWC,1971,35.0,41.6,88.1,20.9,30,,,
123,03B,JTWC,1971,35.0,41.6,88.1,21.3,36,,,
123,03B,JTWC,1971,35.0,41.6,88.2,21.5,42,,,
123,03B,JTWC,1971,35.0,41.6,88.3,21.8,48,,,
123,03B,JTWC,1971,35.0,41.6,88.4,22.4,54,,,
